Major,Course Name,Credits,Prerequisites,Category
Performance Vocal Emphasis BM,MUS 345 - Musical Theatre History and Cultural Practice,3,N/A,three credits of the following
Performance Vocal Emphasis BM,MUS 405 - Music History and Literature V,3,"pass MUS 102B  and MUS 234  with a “C”, better, consent of instructor",three credits of the following
Performance Vocal Emphasis BM,MUS 456 - Song Literature and History,3,"pass MUS 102, MUS 102B  with a “C”, better, consent of instructor",three credits of the following
Performance Vocal Emphasis BM,MUS 494 - Piano Literature and History,3,"pass MUS 102, MUS 102B  with a “C”, better, consent of instructor",three credits of the following
Performance Vocal Emphasis BM,MUS 461 - Psychology of Music,3,N/A,three credits of the following
Performance Vocal Emphasis BM,MUS 468 - Guitar Literature and History,3,"pass MUS 102, MUS 102B  with a “C”, better, consent of instructor",three credits of the following
Performance Vocal Emphasis BM,MUS 496D - Seminar: Topics in World Music and Culture,3,"consent of instructor and pass MUS 102B  with a “C”, better",three credits of the following
Performance Vocal Emphasis BM,MUS 496C - Seminar: Topics in Music History and Literature,3,"pass MUS 102B  with a “C”, better, consent of instructor",three credits of the following
Performance Vocal Emphasis BM,MUS 332C - Musical Cultures of the Americas,3,"pass MUS 102B  with a “C”, better, and music major, minor",one of the following
Performance Vocal Emphasis BM,MUS 332B - Musical Cultures of Asia/Pacific,3,"pass MUS 102B  with a “C”, better, and music major, minor",one of the following
Performance Vocal Emphasis BM,MUS 332D - Folk and Traditional Musical Cultures of Europe,3,"pass MUS 102B  with a “C”, better, and music major, minor, instructor consent",one of the following
Performance Vocal Emphasis BM,MUS 332A - Musical Cultures of Africa/Middle East,3,"pass MUS 102B  with a “C”, better, and music major, minor",one of the following
Performance Vocal Emphasis BM,MUS 496D - Seminar: Topics in World Music and Culture,3,"consent of instructor and pass MUS 102B  with a “C”, better",one of the following
Performance Vocal Emphasis BM,MUS 337 - Popular Singing Styles,2,"MUS 128, MUS 133  and performance, vocal emphasis major, consent of instructor",classical/music theatre
Performance Vocal Emphasis BM,MUS 336 - Music Theatre Singing and Dancing,2,"MUS 128, MUS 133  and performance, vocal emphasis major, consent of instructor",classical/music theatre
Performance Vocal Emphasis BM,MUS 323A - Advanced Jazz Improvisation,1-4,consent of instructor,jazz/popular
Performance Vocal Emphasis BM,MUS 322K - Vocal Jazz,½,consent of instructor,jazz/popular
Performance Vocal Emphasis BM,MUS 337 - Popular Singing Styles,2,"MUS 128, MUS 133  and performance, vocal emphasis major, consent of instructor",jazz/popular
Philosophy BA,PHIL 203 - Logic,3,N/A,core requirements
Philosophy BA,PHIL 310 - From Socrates to Aquinas,3,N/A,core requirements
Philosophy BA,PHIL 311 - Descartes to Kierkegaard,3,N/A,core requirements
Philosophy BA,PHIL 300 - Symbolic Logic,3,N/A,core requirements
Philosophy BA,PHIL 398 - Junior/Senior Seminar,3,"junior standing, 6 credits in philosophy, consent of instructor",core requirements
Philosophy BA,PHIL 102 - Philosophy through Science Fiction,3,N/A,metaphysics and epistemology
Philosophy BA,PHIL 305 - Metaphysics,3,N/A,metaphysics and epistemology
Philosophy BA,PHIL 125 - Philosophy of Religion,3,N/A,metaphysics and epistemology
Philosophy BA,"PHIL 309 - Religion, Knowledge and Evil",3,N/A,metaphysics and epistemology
Philosophy BA,PHIL 306 - Games and Decisions,3,N/A,metaphysics and epistemology
Philosophy BA,"PHIL 320 - Belief, Truth, and Knowledge",3,N/A,metaphysics and epistemology
Philosophy BA,PHIL 321 - Philosophy of Science,3,N/A,metaphysics and epistemology
Philosophy BA,PHIL 340 - Philosophy of Mind,3,N/A,metaphysics and epistemology
Philosophy BA,PHIL 351 - Philosophy of Quantum Theory,3,N/A,metaphysics and epistemology
Philosophy BA,PHIL 360 - Bootcamp in Aristotle,3,N/A,metaphysics and epistemology
Philosophy BA,PHIL 365 - Philosophy and Neuroscience of Free Will,3,N/A,metaphysics and epistemology
Philosophy BA,PHIL 104 - Introduction to Ethics,3,N/A,ethics
Philosophy BA,PHIL 314 - Medical Ethics,3,N/A,ethics
Philosophy BA,PHIL 316 - Business and Professional Ethics,3,N/A,ethics
Philosophy BA,PHIL 303 - Environmental Ethics,3,N/A,ethics
Philosophy BA,PHIL 120 - Global Ethics and Religion,3,N/A,ethics
Philosophy BA,PHIL 318 - Political and Legal Philosophy,3,N/A,ethics
Philosophy BA,PHIL 319 - Philosophy of Women/Women of Color,3,N/A,ethics
Philosophy BA,PHIL 323 - Philosophy in Literature,3,N/A,ethics
Philosophy BA,PHIL 327 - Global Justice,3,N/A,ethics
Philosophy BA,PHIL 324 - Philosophy of Law,3,N/A,ethics
Philosophy BA,PHIL 357 - Topics in Humanomics,3,N/A,ethics
Physics BS,MATH 115 - Accelerated Calculus Part I: Differentiation and Integration,4,"MATH 101, equivalent",Introductory Calculus
Physics BS,MATH 111 - Single Variable Calculus II,3,"MATH 110, MATH 115 ",Introductory Calculus
Physics BS,"MATH 116 - Accelerated Calculus Part II: Series, Differential Equations and Multivariable Calculus",4,MATH 115 ,Introductory Calculus
Physics BS,MATH 210 - Multivariable Calculus,3,MATH 111 ,Introductory Calculus
Physics BS,MATH 110 - Single Variable Calculus I,3,"MATH 101, equivalent",Introductory Calculus
Physics BS,PHYS 101 - General Physics I,3,"MATH 110, MATH 115 ",core requirements
Physics BS,PHYS 102 - General Physics II,3,"PHYS 101, and MATH 111, MATH 115 ",core requirements
Physics BS,PHYS 201 - General Physics III,3,PHYS 102 ,core requirements
Physics BS,PHYS 220 - Scientific Computing I,3,N/A,core requirements
Physics BS,MATH 215 - Introduction to Linear Algebra and Differential Equations,3,"MATH 111, MATH 116 ",core requirements
Physics BS,PHYS 323 - Scientific Computing II,3,"PHYS 220, MATH 220 ",core requirements
Physics BS,PHYS 321 - Mechanics II,3,"PHYS 320, MATH 215 ",upper-division requirements
Physics BS,PHYS 320 - Mechanics I,3,"PHYS 101  and MATH 210, MATH 116 ",upper-division requirements
Physics BS,PHYS 421 - Electricity and Magnetism I,3,N/A,upper-division requirements
Physics BS,PHYS 310 - Mathematical Methods for Physics and Engineering,3,MATH 215 ,upper-division requirements
Physics BS,PHYS 422 - Electricity and Magnetism II,3,"PHYS 310, PHYS 421 ",upper-division requirements
Physics BS,PHYS 430 - Thermal and Statistical Physics I,3,"PHYS 201, PHYS 207 ",upper-division requirements
Physics BS,PHYS 431 - Thermal and Statistical Physics II,3,PHYS 430 ,upper-division requirements
Physics BS,PHYS 451 - Quantum Mechanics I,3,N/A,upper-division requirements
Physics BS,PHYS 452 - Quantum Mechanics II,3,PHYS 451 ,upper-division requirements
Physics BS,PHYS 326 - Astrophysics and Cosmology,3,"PHYS 101, PHYS 107 ",electives
Physics BS,MATH 315 - Linear Algebra II (Advanced Linear Algebra),3,N/A,electives
Physics BS,PHYS 325 - Biophysics,3,"MATH 111, MATH 115  and PHYS 107, PHYS 108, PHYS 101, PHYS 102 ",electives
Physics BS,"CHEM 340 - Physical Chemistry-Quantum Chemistry, Lecture and Laboratory",4,"PHYS 102, CHEM 150  and MATH 116, MATH 210 ",electives
Physics BS,PHYS 340 - Quantum Information Science,3,N/A,electives
Physics BS,BIOL 345 - Comparative Biomechanics,3,N/A,electives
Physics BS,MATH 350 - Differential Equations,3,N/A,electives
Physics BS,PHYS 350 - Experimental Methods in Optics,3,"PHYS 102, MATH 215 ",electives
Physics BS,MATH 360 - Probability Theory,3,"MATH 116, MATH 210 ",electives
Physics BS,PHYS 351 - Philosophy and Foundations of Quantum Mechanics,3,N/A,electives
Physics BS,"BCHM 420 - Physical Biochemistry, Lecture and Laboratory",4,"BCHM 208, BCHM 335, PHYS 108 ",electives
Physics BS,"CHEM 441 - Physical Chemistry-Thermodynamics and Kinetics, Lecture and Laboratory",4,"PHYS 102, CHEM 150, and MATH 116, MATH 210 ",electives
Physics BS,CHEM 451 - Molecular Spectroscopy,3,N/A,electives
Physics BS,MATH 451 - Complex Analysis,3,MATH 450 ,electives
Physics BS,PHYS 491 - Student-Faculty Research/Creative Activity,1-3,consent of instructor,electives
Physics BS,PHYS 499 - Individual Study,1-3,"consent of instructor, approval of petition",electives
Physics BS,PHYS 498 - Physics Capstone,2,N/A,Capstone requirement
Political Science BA,POSC 201 - Political Research Design,3,"sophomore standing, political science major",Core Requirements
Political Science BA,POSC 200 - Introduction to Political Theory,3,political science major,Core Requirements
Political Science BA,POSC 101 - Introduction to Political Science,3,N/A,Core Requirements
Political Science BA,POSC 420 - Seminar in International Relations,3,"senior standing, consent of instructor",Capstone
Political Science BA,POSC 410 - Seminar in American Politics,3,"senior standing, consent of instructor",Capstone
Political Science BA,POSC 212 - Introduction to Public Administration,3,N/A,Political Economy and Policy
Political Science BA,POSC 314 - California Politics,3,N/A,Political Economy and Policy
Political Science BA,POSC 130 - Introduction to Comparative Politics,3,N/A,Political Economy and Policy
Political Science BA,POSC 150 - Introduction to Disability Studies; Challenging Myths of Normalcy,3,N/A,Political Economy and Policy
Political Science BA,"POSC 320 - International Law, International Organization, and World Order",3,N/A,Political Economy and Policy
Political Science BA,POSC 322 - United States Foreign Policy,3,N/A,Political Economy and Policy
Political Science BA,POSC 324 - Asian Politics,3,N/A,Political Economy and Policy
Political Science BA,POSC 327 - Latin American Politics,3,N/A,Political Economy and Policy
Political Science BA,POSC 326 - Politics of the Contemporary Middle East,3,N/A,Political Economy and Policy
Political Science BA,POSC 331 - The European Union,3,N/A,Political Economy and Policy
Political Science BA,POSC 335 - Political Economy,3,N/A,Political Economy and Policy
Political Science BA,POSC 332 - Democracy and Democratization,3,N/A,Political Economy and Policy
Political Science BA,POSC 346 - Environmental Law,3,POSC 110 ,Political Economy and Policy
Political Science BA,POSC 360 - Local Politics,3,N/A,Political Economy and Policy
Political Science BA,POSC 361 - Federal Policy Design and American Energy Policy,3,N/A,Political Economy and Policy
Political Science BA,POSC 362 - Politics of Humanitarianism,3,N/A,Political Economy and Policy
Political Science BA,POSC 373 - Separation of Powers and Public Policy,3,N/A,Political Economy and Policy
Political Science BA,POSC 371 - Urban Politics,3,N/A,Political Economy and Policy
Political Science BA,POSC 374 - Environmental Politics and Policy,3,N/A,Political Economy and Policy
Political Science BA,POSC 369 - Administrative State,3,N/A,Political Economy and Policy
Political Science BA,POSC 375 - Public Policy Process,3,N/A,Political Economy and Policy
Political Science BA,POSC 378 - Special Topics in Public Policy,3,consent of instructor,Political Economy and Policy
Political Science BA,POSC 385 - Lobbying and Legislative Advocacy,3,sophomore standing,Political Economy and Policy
Political Science BA,POSC 378A - The Politics of Climate Change,3,N/A,Political Economy and Policy
Political Science BA,POSC 392 - Law and Policy of Water Resources Management,3,N/A,Political Economy and Policy
Political Science BA,"POSC 439 - Disability, Policy, and the Law",3,N/A,Political Economy and Policy
Political Science BA,POSC 473 - WA Semester: Economics and Public Policy Problems,3,N/A,Political Economy and Policy
Political Science BA,POSC 310 - The Presidency,3,N/A,American Politics
Political Science BA,POSC 311 - Congress,3,N/A,American Politics
Political Science BA,POSC 212 - Introduction to Public Administration,3,N/A,American Politics
Political Science BA,POSC 110 - Introduction to American Politics,3,N/A,American Politics
Political Science BA,POSC 300 - American Political Thought,3,N/A,American Politics
Political Science BA,POSC 312C - Presidential Scandals,3,N/A,American Politics
Political Science BA,POSC 313 - The Supreme Court,3,N/A,American Politics
Political Science BA,POSC 315 - Campaigns and Elections,3,N/A,American Politics
Political Science BA,POSC 314 - California Politics,3,N/A,American Politics
Political Science BA,POSC 316 - Public Opinion and Voting Behavior,3,N/A,American Politics
Political Science BA,POSC 318 - Women and Politics,3,N/A,American Politics
Political Science BA,POSC 317 - Media and Politics,3,N/A,American Politics
Political Science BA,POSC 360 - Local Politics,3,N/A,American Politics
Political Science BA,POSC 361 - Federal Policy Design and American Energy Policy,3,N/A,American Politics
Political Science BA,POSC 365 - The Evolution of the American Party System,3,N/A,American Politics
Political Science BA,POSC 372 - Racial and Ethnic Politics in the U.S.,3,N/A,American Politics
Political Science BA,POSC 371 - Urban Politics,3,N/A,American Politics
Political Science BA,POSC 373 - Separation of Powers and Public Policy,3,N/A,American Politics
Political Science BA,POSC 384 - The Founders: The America They Built and Why!,3,sophomore standing,American Politics
Political Science BA,POSC 378A - The Politics of Climate Change,3,N/A,American Politics
Political Science BA,POSC 385 - Lobbying and Legislative Advocacy,3,sophomore standing,American Politics
Political Science BA,POSC 475 - WA Semester: Public Affairs Internship Seminar,9,N/A,American Politics
Political Science BA,POSC 240 - Introduction to U.S. Law,3,N/A,Law and Justice
Political Science BA,POSC 300 - American Political Thought,3,N/A,Law and Justice
Political Science BA,POSC 239 - People With Disabilities in Politics and Society,3,N/A,Law and Justice
Political Science BA,POSC 150 - Introduction to Disability Studies; Challenging Myths of Normalcy,3,N/A,Law and Justice
Political Science BA,POSC 304 - Citizenship in Theory and Practice,3,N/A,Law and Justice
Political Science BA,POSC 305 - Democratic Theory,3,N/A,Law and Justice
Political Science BA,POSC 309 - Sexual Politics in a Diverse Society,3,N/A,Law and Justice
Political Science BA,POSC 313 - The Supreme Court,3,N/A,Law and Justice
Political Science BA,POSC 318 - Women and Politics,3,N/A,Law and Justice
Political Science BA,POSC 323 - Law and Politics of Mass Atrocity,3,N/A,Law and Justice
Political Science BA,POSC 328 - Human Rights Law,3,N/A,Law and Justice
Political Science BA,POSC 341 - The First Amendment,3,N/A,Law and Justice
Political Science BA,POSC 342 - Constitutional Law: Institutions and Governance,3,N/A,Law and Justice
Political Science BA,POSC 343 - Constitutional Law: Civil Rights and Liberties,3,N/A,Law and Justice
Political Science BA,POSC 346 - Environmental Law,3,POSC 110 ,Law and Justice
Political Science BA,POSC 349 - Native American Law,3,N/A,Law and Justice
Political Science BA,POSC 352 - Race and Change in South Africa and the United States,3,N/A,Law and Justice
Political Science BA,POSC 359 - Political Argument,3,N/A,Law and Justice
Political Science BA,POSC 362 - Politics of Humanitarianism,3,N/A,Law and Justice
Political Science BA,POSC 367 - Revolution and Philosophy,3,N/A,Law and Justice
Political Science BA,POSC 372 - Racial and Ethnic Politics in the U.S.,3,N/A,Law and Justice
Political Science BA,POSC 382 - Political Concepts,3,sophomore standing,Law and Justice
Political Science BA,POSC 381 - Political Thinkers,3,sophomore standing,Law and Justice
Political Science BA,POSC 383 - History of Political Philosophy,3,sophomore standing,Law and Justice
Political Science BA,POSC 384 - The Founders: The America They Built and Why!,3,sophomore standing,Law and Justice
Political Science BA,POSC 385 - Lobbying and Legislative Advocacy,3,sophomore standing,Law and Justice
Political Science BA,POSC 388 - Gender and Global Politics,3,N/A,Law and Justice
Political Science BA,POSC 407 - Themes in Political Theory,3,N/A,Law and Justice
Political Science BA,"POSC 408 - Justice, Disturbing and Dark: Memorialization in Post WWII Germany and the Borderlands",3,N/A,Law and Justice
Political Science BA,"POSC 439 - Disability, Policy, and the Law",3,N/A,Law and Justice
Political Science BA,POSC 440 - Advanced Constitutional Law,3,"POSC 110, consent of instructor",Law and Justice
Political Science BA,POSC 474 - WA Semester: Theories of Constitutional Interpretation,3,N/A,Law and Justice
Political Science BA,POSC 316 - Public Opinion and Voting Behavior,3,N/A,Quantitative and Analytical Political Science
Political Science BA,POSC 380 - Data Analysis and Visualization for Political Science,3,POSC 201 ,Quantitative and Analytical Political Science
Political Science BA,"POSC 379 - Aliens, Wizards, and Politicians",3,N/A,Quantitative and Analytical Political Science
Political Science BA,POSC 130 - Introduction to Comparative Politics,3,N/A,Quantitative and Analytical Political Science
Political Science BA,POSC 368 - Game Theory for Political Science,3,N/A,Quantitative and Analytical Political Science
Political Science BA,POSC 399 - Individual Study and Research,3,N/A,Quantitative and Analytical Political Science
Political Science BA,POSC 215 - The Israeli-Palestinian Conflict in History and Film,3,N/A,"Security, Peace, and Conflict"
Political Science BA,POSC 257 - Model United Nations I,3,N/A,"Security, Peace, and Conflict"
Political Science BA,"POSC 320 - International Law, International Organization, and World Order",3,N/A,"Security, Peace, and Conflict"
Political Science BA,POSC 251 - Intercultural Conflict and Communication,3,N/A,"Security, Peace, and Conflict"
Political Science BA,POSC 120 - Introduction to International Relations,3,N/A,"Security, Peace, and Conflict"
Political Science BA,POSC 322 - United States Foreign Policy,3,N/A,"Security, Peace, and Conflict"
Political Science BA,POSC 324 - Asian Politics,3,N/A,"Security, Peace, and Conflict"
Political Science BA,POSC 323 - Law and Politics of Mass Atrocity,3,N/A,"Security, Peace, and Conflict"
Political Science BA,POSC 325 - International Relations Theory,3,N/A,"Security, Peace, and Conflict"
Political Science BA,POSC 326 - Politics of the Contemporary Middle East,3,N/A,"Security, Peace, and Conflict"
Political Science BA,POSC 327 - Latin American Politics,3,N/A,"Security, Peace, and Conflict"
Political Science BA,POSC 328 - Human Rights Law,3,N/A,"Security, Peace, and Conflict"
Political Science BA,POSC 331 - The European Union,3,N/A,"Security, Peace, and Conflict"
Political Science BA,POSC 332 - Democracy and Democratization,3,N/A,"Security, Peace, and Conflict"
Political Science BA,POSC 353 - Ethnicity in the Middle East,3,sophomore standing,"Security, Peace, and Conflict"
Political Science BA,POSC 354 - Non-Violent Social Change,3,N/A,"Security, Peace, and Conflict"
Political Science BA,POSC 356 - The Psychology of International Conflict,3,N/A,"Security, Peace, and Conflict"
Political Science BA,POSC 357 - Model United Nations II,3,N/A,"Security, Peace, and Conflict"
Political Science BA,POSC 362 - Politics of Humanitarianism,3,N/A,"Security, Peace, and Conflict"
Political Science BA,POSC 358 - Islam and the West,3,N/A,"Security, Peace, and Conflict"
Political Science BA,POSC 363 - The Arab World: Colonialism to Revolution,3,N/A,"Security, Peace, and Conflict"
Political Science BA,POSC 366 - U.S. National Security and the Authoritarian Challenge,3,N/A,"Security, Peace, and Conflict"
Political Science BA,POSC 368 - Game Theory for Political Science,3,N/A,"Security, Peace, and Conflict"
Political Science BA,POSC 370 - Energy Politics,3,N/A,"Security, Peace, and Conflict"
Political Science BA,POSC 377 - Religion and Global Politics,3,N/A,"Security, Peace, and Conflict"
Political Science BA,"POSC 379 - Aliens, Wizards, and Politicians",3,N/A,"Security, Peace, and Conflict"
Political Science BA,POSC 388 - Gender and Global Politics,3,N/A,"Security, Peace, and Conflict"
PreMusic Education Certification BM,MUS 102A - Compendium of Western Music History I,3,"music major, minor and pass MUS 133  with a “C”, better, consent of instructor",general requirements
PreMusic Education Certification BM,MUS 102B - Compendium of Western Music History II,3,"music major, minor and pass MUS 133  with a “C”, better, pass MUS 102A  with a C, better, consent of instructor",general requirements
PreMusic Education Certification BM,MUS 104 - Piano,1-4,N/A,general requirements
PreMusic Education Certification BM,MUS 404 - Advanced Piano,1-4,junior standing,general requirements
PreMusic Education Certification BM,MUS 133 - Theory I,2,consent of instructor,general requirements
PreMusic Education Certification BM,MUS 231 - Introduction to Music Education,3,N/A,general requirements
PreMusic Education Certification BM,MUS 233 - Theory III,2,"pass MUS 134  with a “C”, better, for B",general requirements
PreMusic Education Certification BM,MUS 234 - Theory IV,2,"pass MUS 102, MUS 233  with a “C”, better, pass music theory placement examination",general requirements
PreMusic Education Certification BM,MUS 244 - Principles of Music Technology,2,"pass MUS 128  with at least a C, pass MUS 133  with at least a C, consent of instructor",general requirements
PreMusic Education Certification BM,MUS 280 - Music Information Literacy,0,music majors only,general requirements
PreMusic Education Certification BM,MUS 333 - Research Methods in the Arts,2,instructor consent required,general requirements
PreMusic Education Certification BM,MUS 339 - Principles of Arranging,2,MUS 233 ,general requirements
PreMusic Education Certification BM,"MUS 425 - Capstone in Music Education, Part I",2,MUS 333 ,general requirements
PreMusic Education Certification BM,MUS 457 - Practicum in Choral Literature and Pedagogy,3,"pass MUS 231, MUS 233, MUS 235  with a “C”, better, consent of instructor",general requirements
PreMusic Education Certification BM,"MUS 435 - Capstone in Music Education, Part II",2,MUS 333  and MUS 425 ,general requirements
PreMusic Education Certification BM,MUS 458 - Practicum in Instrumental Literature and Pedagogy,3,"pass MUS 231, MUS 233, MUS 235  with a “C”, better, consent of instructor",general requirements
PreMusic Education Certification BM,MUS 459 - Practicum in General Education,3,"pass MUS 231, MUS 233, MUS 235  with a “C”, better, consent of instructor",general requirements
PreMusic Education Certification BM,MUS 322B - Small Ensemble: Strings,0.5,consent of instructor,½ credit of small ensemble
PreMusic Education Certification BM,MUS 322A - Small Ensemble: Guitar,0.5,consent of instructor,½ credit of small ensemble
PreMusic Education Certification BM,MUS 303 - Music History and Literature III,3,"pass MUS 102, MUS 102B  with a “C”, better, and MUS 233  with a “C”, better",one of the following
PreMusic Education Certification BM,MUS 301 - Music History and Literature I,3,"pass MUS 102, MUS 102B  with a “C”, better",one of the following
PreMusic Education Certification BM,MUS 304 - Music History and Literature IV,3,"pass MUS 102, MUS 102B  with a “C”, better, and MUS 234  with a “C”, better",one of the following
PreMusic Education Certification BM,MUS 332A - Musical Cultures of Africa/Middle East,3,"pass MUS 102B  with a “C”, better, and music major, minor",one of the following
PreMusic Education Certification BM,MUS 302 - Music History and Literature II,3,"pass MUS 102, MUS 102B  with a “C”, better, and MUS 134  with a “C”, better",one of the following
PreMusic Education Certification BM,MUS 332B - Musical Cultures of Asia/Pacific,3,"pass MUS 102B  with a “C”, better, and music major, minor",one of the following
PreMusic Education Certification BM,MUS 332C - Musical Cultures of the Americas,3,"pass MUS 102B  with a “C”, better, and music major, minor",one of the following
PreMusic Education Certification BM,MUS 332D - Folk and Traditional Musical Cultures of Europe,3,"pass MUS 102B  with a “C”, better, and music major, minor, instructor consent",one of the following
PreMusic Education Certification BM,MUS 345 - Musical Theatre History and Cultural Practice,3,N/A,one of the following
PreMusic Education Certification BM,MUS 405 - Music History and Literature V,3,"pass MUS 102B  and MUS 234  with a “C”, better, consent of instructor",one of the following
PreMusic Education Certification BM,MUS 496C - Seminar: Topics in Music History and Literature,3,"pass MUS 102B  with a “C”, better, consent of instructor",one of the following
PreMusic Education Certification BM,MUS 461 - Psychology of Music,3,N/A,one of the following
PreMusic Education Certification BM,MUS 496D - Seminar: Topics in World Music and Culture,3,"consent of instructor and pass MUS 102B  with a “C”, better",one of the following
PreMusic Education Certification BM,MUS 496E - Opera History and Cultural Practice,3,"pass MUS 102B  and MUS 134  with at least a C, consent of instructor",one of the following
PreMusic Education Certification BM,MUS 332C - Musical Cultures of the Americas,3,"pass MUS 102B  with a “C”, better, and music major, minor",one of the following
PreMusic Education Certification BM,MUS 496D - Seminar: Topics in World Music and Culture,3,"consent of instructor and pass MUS 102B  with a “C”, better",one of the following
PreMusic Education Certification BM,MUS 332D - Folk and Traditional Musical Cultures of Europe,3,"pass MUS 102B  with a “C”, better, and music major, minor, instructor consent",one of the following
PreMusic Education Certification BM,MUS 332B - Musical Cultures of Asia/Pacific,3,"pass MUS 102B  with a “C”, better, and music major, minor",one of the following
PreMusic Education Certification BM,MUS 332A - Musical Cultures of Africa/Middle East,3,"pass MUS 102B  with a “C”, better, and music major, minor",one of the following
PreMusic Education Certification BM,MUS 454 - Principles of Conducting,2,"pass MUS 234, MUS 236  with a “C”, better, consent of instructor",one of the following
PreMusic Education Certification BM,MUS 450 - Choral Conducting I,2,"pass MUS 234, MUS 236  with a “C”, better, consent of instructor",one of the following
PreMusic Education Certification BM,MUS 451 - Choral Conducting II,2,"MUS 450, consent of instructor",one of the following
PreMusic Education Certification BM,MUS 464 - Instrumental Rehearsal Methods,2,MUS 454 ,one of the following
PreMusic Education Certification BM,MUS 465 - Marching Band and Jazz Techniques,2,instructor consent required,two credits of the following
PreMusic Education Certification BM,MUS 349 - Teaching Music Technology in K-12 Schools,2,MUS 244 ,two credits of the following
PreMusic Education Certification BM,MUS 334 - String Methods II,2,MUS 124 ,two credits of the following
PreMusic Education Certification BM,MUS 103 - Guitar,1-4,"MUS 133, consent of instructor",two credits of the following
PreMusic Education Certification BM,MUS 478 - Early Childhood Music,2,instructor consent required,two credits of the following
PreMusic Education Certification BM,CES 204 - Exploring Theories of Learning,3,"CES 101, CES 102, CES 103 ",three credits of the following
PreMusic Education Certification BM,CES 150 - Introduction to Disability Studies,3,N/A,three credits of the following
PreMusic Education Certification BM,PSY 323 - Child Development,3,PSY 101 ,three credits of the following
PreMusic Education Certification BM,CES 206 - Schools in Society,3,"CES 102, consent of instructor",three credits of the following
PreMusic Education Certification BM,CES 102 - Social Construction of Difference,3,N/A,three credits of the following
Psychology BA,PSY 203 - Statistics for Behavioral Sciences,3,"MATH 100, MATH 100L, PSY 101, equivalents",core foundation in psychological science
Psychology BA,PSY 101 - Introduction to Psychology,3,N/A,core foundation in psychological science
Psychology BA,PSY 333 - Physiological Psychology,3,PSY 101 ,core foundation in psychological science
Psychology BA,PSY 201 - Critical Thinking,3,"PSY 101, psychology major, consent of department chair",core foundation in psychological science
Psychology BA,"PSY 204 - Research Methods in the Behavioral Science, Lecture and Laboratory",4,"PSY 101  and PSY 203, MATH 203, MATH 303, MGSC 209, equivalent",core foundation in psychological science
Psychology BA,PSY 310 - Psychology of Learning,3,PSY 101 ,psychological processes
Psychology BA,PSY 317 - Cognitive Psychology,3,PSY 101 ,psychological processes
Psychology BA,PSY 322 - Theories of Personality,3,PSY 101 ,psychological processes
Psychology BA,PSY 315 - Sensation and Perception,3,PSY 101 ,psychological processes
Psychology BA,PSY 319 - Motivation and Emotion,3,PSY 101 ,psychological processes
Psychology BA,PSY 323 - Child Development,3,PSY 101 ,psychological processes
Psychology BA,PSY 327 - Life Span Development,3,PSY 101 ,psychological processes
Psychology BA,PSY 328 - Abnormal Psychology,3,PSY 101 ,psychological processes
Psychology BA,PSY 336 - Social Psychology,3,PSY 101 ,psychological processes
Psychology BA,PSY 330 - Child Abnormal Psychology,3,N/A,psychological processes
Psychology BA,PSY 340 - Human Sexuality,3,N/A,applied psychology
Psychology BA,PSY 341 - Cross-Cultural Psychology,3,PSY 101 ,applied psychology
Psychology BA,PSY 304 - Advanced Research Design,3,"PSY 101, PSY 204  and PSY 203, MATH 203, MUS 303, equivalent",applied psychology
Psychology BA,HON 308 - Consciousness and Cognition,3,acceptance to the University Honors Program,applied psychology
Psychology BA,PSY 344 - Psychology of Gender Identity and Sexual Orientation,3,N/A,applied psychology
Psychology BA,PSY 345 - Sports Psychology,3,PSY 101 ,applied psychology
Psychology BA,PSY 355 - Diversity in Marital and Family Relationships,3,N/A,applied psychology
Psychology BA,PSY 365 - Philosophy and Neuroscience of Free Will,3,N/A,applied psychology
Psychology BA,"HON 406 - Brain, Mind, and Film",3,acceptance to the University Honors Program,applied psychology
Psychology BA,PSY 428 - Introduction to Clinical Psychology,3,"PSY 101  and PSY 328, PSY 330 ",applied psychology
Psychology BA,PSY 433 - Psychopharmacology,3,PSY 101 ,applied psychology
Psychology BA,PSY 436 - Health Psychology,3,PSY 101 ,applied psychology
Psychology BA,PSY 437 - Health and Well-Being,3,PSY 101 ,applied psychology
Psychology BA,PSY 446 - Children and Trauma,3,"PSY 101  and PSY 323, PSY 326, PSY 327, equivalents",applied psychology
Psychology BA,PSY 438 - The Psychobiology of Health and Disease,3,"PSY 101, PSY 333, BIOL 365 /HSCI 365 ",applied psychology
Psychology BA,PSY 461 - Psychology of Music,3,N/A,applied psychology
Psychology BA,PSY 481 - Organizational Psychology,3,PSY 101 ,applied psychology
Psychology BA,PSY 482 - Forensic and Legal Psychology,3,PSY 101 ,applied psychology
Psychology BA,PSY 484 - The Psychology of Bias and Hate Crimes,3,PSY 101 ,applied psychology
Psychology BA,PSY 495 - Topics in Applied Psychology,3,PSY 101 ,applied psychology
Psychology BA,PSY 496 - Senior Project: Individual Research,3,"senior standing, psychology major, consent of instructor supervising student’s research, PSY 101, PSY 204, PSY 304, equivalents and PSY 203, MATH 203, MATH 303 ",option one: directed independent research project
Psychology BA,PSY 497a - Senior Thesis,3,"senior standing, psychology major, departmental approval, PSY 101, PSY 204  and PSY 203, MATH 203, MATH 303, equivalent",option two: senior thesis
